%.01		%	partitive-quant		quantified		secondary-theme							-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
1-slash-10th.01		1-slash-10th	partitive-quant		quantified		secondary-theme							-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
abandonment.01	abandon.01	abandonment	leave behind	abandoner	thing abandoned, left behind	attribute								0	1	2	-1	-1	-1	-1	-1	-1	-1		
abatement.01	abate.01	abatement	to decrease,  become less strong	agent	entity decreased									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
abduction.01	abduct.01	abduction	to carry someone off by force	agent	person kidnapped									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
aberration.01	err.01	aberration	to make an error or a mistake	mistaken entity, agent										0	-1	-1	-1	-1	-1	-1	-1	-1	-1		
ability.01		ability	ability/nomadj-able	agent	action									-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
abolition.01	abolish.01	abolition	get rid of, make illegal	entity getting rid of, outlawing something	thing abolished									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
abomination.01	abominate.01	abomination	revile	despiser	thing despised									0	1	-1	-1	-1	-1	-1	-1	-1	-1	1	
abortion.01	abort.01	abortion	to terminate	agent	entity aborted									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
absence.01	absent.01	absence	nomadj-absent/nom		theme	source								-1	1	2	-1	-1	-1	-1	-1	-1	-1		
absenteeism.01		absenteeism	attribute		theme	value								-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
absorber.01	absorb.01	absorber	suck up	absorber	absorbed, us. liquid									0	1	-1	-1	-1	-1	-1	-1	-1	-1	0	
absorption.01	absorb.01	absorption	suck up	absorber	absorbed, us. liquid									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
abstract.01		abstract	work-of-art	agent	theme									-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
absurdity.01		absurdity	attribute/nomadj-absurd		theme	value								-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	
abuse.01	abuse.01	abuse	to use wrongly or hurt by maltreatment	agent	entity abused									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
abuse.02	misuse.01	abuse	nomlike	user	theme									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
acceleration.01	accelerate.01	acceleration	make be faster	agent, causing acceleration	thing acceleration	ext	start point	end point						0	1	2	3	4	-1	-1	-1	-1	-1		
accelerator.01	accelerate.01	accelerator	make be faster	agent, causing acceleration	thing acceleration	ext	start point	end point						0	1	2	3	4	-1	-1	-1	-1	-1	0	
accent.01	accent.01	accent	to bring out certain features	decorator	thing decorated	decorations								0	1	2	-1	-1	-1	-1	-1	-1	-1		
accent.02	speak.01	accent	speak	speaker	dialect or language									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
acceptance.01	accept.01	acceptance	take willingly	acceptor	thing accepted	accepted-from	attribute							0	1	2	3	-1	-1	-1	-1	-1	-1		
access.01	access.01	access	access	accessor	thing accessed									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
accessory.01	add.02	accessory	nomlike	adder	theme	recipient								0	1	2	-1	-1	-1	-1	-1	-1	-1	1	
accident.01		accident	event	experiencer										-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
accident.02		accident	nomadj-accidental		theme									-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
acclaim.01	acclaim.01	acclaim	approve of loudly/attribute	acclaimer	acclaimed	value	cause							0	1	2	2	-1	-1	-1	-1	-1	-1	2	
accolade.01	award.01	accolade	give an award	giver	award	beneficiary								0	1	2	-1	-1	-1	-1	-1	-1	-1	1	
accommodation.01	accommodate.01	accommodation	allow, be helpful	accommodater	thing accommodated									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
accompaniment.01	accompany.01	accompaniment	go along with	subject accompanier	object accompanied		start point	end point						0	1	-1	3	4	-1	-1	-1	-1	-1		0
accompanist.01	accompany.01	accompanist	go along with	subject accompanier	object accompanied		start point	end point						0	1	-1	3	4	-1	-1	-1	-1	-1	0	
accomplishment.01	accomplish.01	accomplishment	do, pull off	doer	deed									0	1	-1	-1	-1	-1	-1	-1	-1	-1	1	
accord.01	agree.01	accord	agree	agreer	proposition	other entity agreeing								0	1	2	-1	-1	-1	-1	-1	-1	-1		
accordance.01	agree.01	accordance	agree	agreer	proposition	other entity agreeing								0	1	2	-1	-1	-1	-1	-1	-1	-1		
account.01		account	business-or-bank-account	client/owner	account-type	provider	product							-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
account.02		account	work-of-art	agent	theme									-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
account.03	account.01	account	take-into-account	accounter	thing accounted for, dealt with, explained	instrumental, accounted for with or by								0	1	2	-1	-1	-1	-1	-1	-1	-1		
accountability.01	account.01	accountability	deal with, explain	accounter	thing accounted for, dealt with, explained		instrumental, accounted for with or by							0	1	-1	3	-1	-1	-1	-1	-1	-1		
accountant.01		accountant	actrel	job holder	theme	beneficiary								-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
accounting.01	account.01	accounting	deal with, explain	accounter	thing accounted for, dealt with, explained		instrumental, accounted for with or by							0	1	-1	3	-1	-1	-1	-1	-1	-1		
accrual.01	accrue.01	accrual	accumulate, gather	agent, gatherer	thing gathered, accrued									0	1	-1	-1	-1	-1	-1	-1	-1	-1	1	
accumulation.01	accumulate.01	accumulation	amass	entity accumulating something	thing/stuff accumulated		price							0	1	-1	3	-1	-1	-1	-1	-1	-1		
accuracy.01		accuracy	attribute/nomadj-accurate		theme	value								-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	
accusation.01	accuse.01	accusation	accuse of a crime	accuser	accused	crime								0	1	2	-1	-1	-1	-1	-1	-1	-1		
accuser.01	accuse.01	accuser	accuse of a crime	accuser	accused	crime								0	1	2	-1	-1	-1	-1	-1	-1	-1	0	
achievement.01	achieve.01	achievement	achieve	achiever	thing achieved, gotten, accomplished									0	1	-1	-1	-1	-1	-1	-1	-1	-1		1
acknowledgement.01	acknowledge.01	acknowledgement	admit	admitter, claimer, speaker	proposition, claim, utterance	hearer	secondary predication							0	1	2	3	-1	-1	-1	-1	-1	-1		
acquirer.01	acquire.01	acquirer	get, acquire	agent, entity acquiring something	thing acquired	seller	price paid	beneficiary						0	1	2	3	4	-1	-1	-1	-1	-1	0	
acquisition.01	acquire.01	acquisition	get, acquire	agent, entity acquiring something	thing acquired	seller	price paid	beneficiary						0	1	2	3	4	-1	-1	-1	-1	-1		1
acquittal.01	acquit.01	acquittal	relieve of guilt	remover of guilt	un)guilty party	explicit mention of guilt								0	1	2	-1	-1	-1	-1	-1	-1	-1		
acre.01		acre	partitive-quant		quantified									-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
acrimony.01	argue.01	acrimony	nomadj-acrimonious/nomlike	speaker	theme/argument	listener								0	1	2	-1	-1	-1	-1	-1	-1	-1		
acronym.01		acronym	attribute		theme	value								-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	
act.01	rule.01	act	decide	decider	decision	beneficiary	attribute of arg1							0	1	2	3	-1	-1	-1	-1	-1	-1		
act.02	act.01	act	play a role	player	role	beneficiary								0	1	2	-1	-1	-1	-1	-1	-1	-1		1
act.03	act.02	act	do something	actor	action									0	1	-1	-1	-1	-1	-1	-1	-1	-1		1
act.04		act	partitive-quant		quantified		secondary-theme							-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
acting.01	act.01	acting	play a role	player	role									0	1	-1	-1	-1	-1	-1	-1	-1	-1		
action.01	act.02	action	do something	actor	grounds for action	beneficiary								0	1	2	-1	-1	-1	-1	-1	-1	-1		1
action.02		action	legal/military action	claimant/agressor	reason	adjudicator or listener	defendant/defender							-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
activism.01		activism	nomadjlike-active	experiencer	domain									-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
activist.01		activist	nomadj-active	experiencer	domain									-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	
activity.01		activity	nomadj-active activity in a domain	agent	domain									-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
actor.01	act.01	actor	play a role	player	role									0	1	-1	-1	-1	-1	-1	-1	-1	-1	0	
